store_id, x, yaxis,storetype, ,APPLES, BANANAS,GRAPESG,MELONCA,ORANGES,CARROTS,CELERY,GREENPE,LETTUCE,ONIONS,TOMATOES,POTATOES,ORANGES1,PEACHES,VEGETABL,MUSHROOM,SPAGHETT,TOMATOS,ORANGEJ,BROCCOLI,GREENBE,GREENPE1,FRENCHF,BREADW,BREADW1,HAMBURGE,ROLLSD,FRENCHO,BAGELS,BREADCR,READY_TO,READY_TO1,FLOURW,MACARONI,NOODLES,POPCORN,RICEWH,SPAGHETT1,MILK1_,MILKWH,CHEESE,CHEESE1,CHEESE2,EVAPORAT,BEEFGR,CHICKEN,CHICKEN1,TURKEY,PORKGR,TURKEY1,EGGSGR,FISHFL,TUNAFIS,BEANSG,BEANSK,BEANSB,MARGARIN,SHORTENI,SALADDR,VEGETABL1,SUGARB,SUGARP,SUGARW,JELLYG,MOLASSES,PANCAKE,CHOCOLAT,FRUITDR,FUDGESIC,BAKINGP,BAKINGS,CHILEPO,CINNAMON,CUMIN,ONIONPO,GARLICP,ITALIAN,OREGANO,PAPRIKA,BLACKPE,SALTAN,VANILLA,CHICKEN2,CATSUP,SOYSAUC,LEMONJU,GELATIN,CHOCOLAT1
96,-88.53544,30.389781,convience,0,0,0,0,1.97933,0,1.06112,1.95222,0,2.08467,0,2.22366,2.95667,1.04356,0,0.780572,1.02175,1.45878,0,0,1.46384,0,0,1.93093,1.564,1.866,1.782,0,2.4145,3.048,0,2.372,0,2.226,1.58711,1.624,1.79508,2.64291,1.62301,3.65,3.65,0,0,3.30457,1.27923,0,2.3375,0,2.664,0,0,1.92,0,1.006,1.10163,1.22271,1.75,1.10646,3.86993,3.012,2.742,1.98,0,2.778,2.15143,2.693,0,2.19872,2.552,0,0,0.656588,0,1.54167,0,0,2.46543,0,0,2.0532,0,0,4.019,1.3838,1.872,1.736,0,0,0
97,-88.545649,30.433394,convience,0,0,0,2.2623,0,0,0,1.95222,0,2.08467,0,2.22366,2.95667,1.33663,1.68412,0,1.02051,1.48144,0,0,1.48965,1.602,0,1.89646,1.544,1.866,1.762,2.55267,0,3.048,1.392,2.372,2.42315,2.226,1.44182,0,1.74,2.66769,1.64376,3.65,3.65,2.732,0,3.28397,0,3.1728,2.3375,0,2.664,0,4.28202,1.92,4.2575,1.066,0,1.22271,0,0,4.1415,2.6,2.942,0,2.182,3.438,2.16491,0,2.416,2.32448,2.552,0,0,0.608853,0,1.54167,1.96507,1.57873,0,0,0,2.0532,1.72723,0.526224,4.019,0,1.872,1.856,1.768,1.17,0
98,-88.545649,30.433394,convience,0,1.0047,0.635554,2.2623,1.97933,2.05756,1.05217,1.95222,0,0,0,2.22366,0,0,1.68412,0,1.02051,1.48144,0,1.57715,0,0,0,1.89646,1.544,1.866,0,2.55267,0,0,0,2.372,2.42315,0,1.44182,0,0,0,1.64376,0,3.65,0,0,0,1.278,3.1728,0,0,0,0,4.28202,1.92,0,1.066,1.10263,1.22271,0,1.10646,4.1415,2.6,2.942,0,2.182,3.438,2.16491,0,2.416,2.32448,2.552,2.4236,0,0.608853,0,0,1.96507,1.57873,0,0,0,2.0532,1.72723,0.526224,0,0,1.872,0,1.768,0,0
99,-88.509244,30.398905,convience,35,0,0,0,0,0,0,0,0,0,0,0,0,1.49,2.49,1,0,1.69,0,0,0,0,0,0,1.59,1.59,1.59,0,0,0,1.99,4.49,4.79,0,1.79,0,1.99,1.49,1.79,3.19,3.19,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,1.49,2.69,2.69,0,0,3.79,2.99,0,0,1.99,2.99,0,3.99,0,1.49,0,0,0,0,0,0,0.79,0,0,0.79,0,1.99,0.99,3.49,0,3.49,1.99,0,0,3.19
100,-88.509243,30.398081,convience,0,0,0,0,0,2.05756,1.12572,1.95222,0,2.08467,0,0,0,1.46055,2.37973,0,0,1.58631,0,0,0,0,0,1.92658,1.564,1.866,1.782,0,0,0,0,3.01,0,2.226,1.70529,1.624,0,0,1.62392,0,3.77,0,1.65303,3.29674,1.27923,0,2.3375,0,0,0,0,1.92,0,1.006,0,0,1.75,0,3.88392,3.012,2.742,1.98,2.08462,2.778,2.13185,0,2.496,2.2087,2.552,2.4236,1.96943,0.691522,0,0,2.01256,0,0,1.382,1.54911,0,1.48834,0.982188,4.019,1.3838,2.062,0,1.97871,0,4.16954
101,-88.498774,30.412907,convience,0,0,0.635554,2.28142,0,0,0,0,0,2.08467,0,2.22366,0,1.53533,2.38587,0,0,0,0,0,1.50127,0,0,0,1.564,1.866,1.782,0,0,3.048,0,3.192,3.37546,0,1.69501,1.624,0,2.49268,0,3.99,3.99,2.732,0,3.29129,1.27923,3.1728,0,0,0,0,4.28216,0,4.2575,1.006,1.10362,0,1.75,1.10646,3.92257,3.012,2.742,0,2.08462,2.778,2.27036,2.693,2.496,2.21567,2.552,0,1.96943,0.720409,1.29309,0,0,1.57873,0,0,0,0,1.48813,0.893775,4.019,0,2.084,1.736,0,0,4.16954
102,-88.531246,30.448661,convience,12,0,0.495,0,0,0,0,0,0,0,0,0,0,1.69,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,1.29,0,0,0,0,0,0,4.49,4.49,1.49,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0
103,-88.541369,30.455985,convience,82,0.99,0.79,1.99,2.99,1.99,0.99,2.19,1.79,2.99,2.29,2.99,4.69,1.2,1.39,0,0.69,1.29,0,1.19,1.39,1.39,1.39,1.69,1.09,2,0.88,3.09,3.49,3.79,1.29,1.99,2.19,1.79,1.19,1.69,1.39,3.49,1.79,3.69,3.69,3.89,1.89,3.99,0.89,2.79,1.59,1,2.5,0,5.39,1.89,4.79,0.69,0,0.65,1.59,0.99,4.29,1.69,2.99,1.19,3.49,3.77,1.5,2.9,1.92,1.99,1.39,2.69,1.69,0.59,0.99,0.99,0.99,0,4.99,0.99,0.99,0.99,0.5,0.5,0,0.39,1.79,1.29,1.99,1.49,2.89
104,-88.551852,30.485464,convience,0,0,0,2.34791,1.97933,2.05756,1.06163,0,0,2.08467,1.39343,0,0,1.26994,1.53186,0,1.02026,1.52539,0,1.594,1.5224,1.602,0,0,1.544,1.866,1.762,0,0,0,0,2.272,2.34998,2.226,0,1.624,1.74,2.60506,1.6449,4.23,4.23,0,1.96374,0,0,3.1728,0,0,0,0,4.28188,1.92,0,1.066,1.10336,0,1.75,1.10646,4.19975,2.6,2.942,1.98,2.182,3.438,2.47666,2.693,2.416,0,2.552,2.4236,0,0.767605,1.29309,0,0,1.57873,2.46543,0,0,2.0532,1.72798,0.589662,0,0,2.052,1.856,1.768,0,0
105,-88.515007,30.48756,convience,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,1.99,0,0,0,0,0,0,2.69,0,2.69,0,0,0,0,1.09,0,2.59,2.09,0,0,1.99,2.29,5.79,5.79,2.19,0,0,0,0,0,0,0,0,1.69,2.69,1.59,1.99,0,0,1.59,0,0,2.49,2.99,3.29,0,5.99,2.99,0,2.99,0,0,0,0,0.99,0,0,0,0,0,0,0,0,2.19,0.89,0,0,1.79,2.29,1.29,0,1.99
106,-88.505448,30.487433,convience,0,0,0,0,0,2.05756,0,1.95222,0,0,1.39343,0,2.95667,1.51168,1.40136,0.780572,0,0,0,1.63512,0,0,1.6495,0,1.95,1.866,2.168,0,0,0,0,2.512,2.95321,0,1.92465,1.624,1.79508,2.42897,1.90612,4.51,4.51,0,0,3.30269,1.27923,0,0,0,0,0,4.28182,1.92,0,1.29,0,1.22271,0,1.10646,4.11191,3.204,2.89,1.98,0,3.642,2.2696,0,2.836,0,2.552,0,1.81686,0,1.29309,1.54167,2.03344,0,2.46543,1.42119,0,0,1.63293,0.826299,0,0,1.744,0,1.97871,0,0
107,-88.519059,30.472673,convience,81,1.49,0.69,2.995,2,4.49,0.79,1.49,1.29,1.99,1,2.79,2.99,1.67,1.67,0,1.07,1.67,0,1.99,1.79,1.79,1.79,1.5,1.59,1.59,2.89,2.99,0,3.79,1.19,2.5,2.35,1.69,1.47,1.8,2.79,2.99,1.47,3.99,3.99,2.49,1.79,3.69,0,3.68,3.82,3.12,3.19,1.99,5.49,1.49,5.99,0.59,0,1.09,1.39,0.99,4.19,3.5,3.49,1.79,1.79,3.77,2.17,0,1.89,2.75,2.5,2.5,0,0.89,2.39,3.09,2.49,3.59,2.89,2.15,3.15,4.45,2.49,0.39,7.095,1.39,1,2.33,2.77,1.59,8.99
108,-88.553589,30.50137,convience,0,0,0.635554,2.36281,0,2.05756,0,0,0,2.08467,0,0,0,1.26406,1.58461,0.780572,1.02029,1.5326,0.623461,1.594,0,1.602,1.6495,1.89683,1.95,1.866,2.168,2.55267,0,0,0,2.272,2.8259,2.226,1.93067,0,0,2.52841,1.90584,4.23,4.23,0,0,3.30653,0,0,2.3375,1.82,2.664,0,4.28182,0,4.2575,1.29,0,1.22271,0,1.10646,4.15169,0,2.89,1.98,2.182,3.642,2.49394,0,2.836,2.3572,0,0,1.96943,0.819955,0,1.54167,0,0,2.46543,1.382,0,0,1.63247,0.715219,4.019,1.3838,2.052,1.918,1.768,0,4.27
109,-88.49249,30.658704,convience,0,0,0.635554,0,0,2.05756,0,1.95222,1.956,2.08467,1.39343,0,0,0,1.53213,0,1.02045,1.7398,0,0,0,0,0,0,2.04381,2.12378,2.26158,2.55267,0,0,0,1.98695,2.78084,2.25176,1.87699,0,1.79508,2.81461,1.8558,0,4.41182,2.69662,0,0,0,3.1728,2.3375,0,0,0,4.3967,2.07347,0,1.2608,1.10509,1.22271,0,1.10646,3.64542,3.0845,2.95147,0,0,0,2.37577,2.693,2.57332,2.27851,2.47756,2.4236,1.96943,0,1.29309,0,0,1.57873,2.46543,0,1.54911,2.0532,0,0.988373,0,0,1.74418,0,0,1.2092,4.16954
110,-88.572733,30.671859,convience,0,0,0,0,0,2.05756,1.16248,0,0,2.08467,0,0,0,1.42142,1.53213,0,1.02022,0,0.623461,0,0,1.602,0,2.0026,2.04381,2.12378,2.26158,2.55267,0,3.048,1.5302,1.98695,2.76105,0,1.87699,1.624,1.79508,2.81461,0,4.42311,4.41182,2.69662,0,0,0,0,0,1.82,0,0,4.39678,0,4.2575,0,0,1.22271,0,0,0,3.0845,2.95147,1.926,2.08462,3.8472,2.37577,0,2.57332,0,0,2.4236,1.96943,0.905678,0,1.54167,2.11151,1.57873,0,0,0,2.0532,1.68249,0.938693,0,0,1.74418,1.85212,1.97871,1.2092,4.16954
111,-88.50934,30.40762,convience,0,1.04684,0,0,0,2.05756,0,1.95222,0,0,0,0,2.95667,1.50148,2.33215,0,1.02167,0,0,1.594,0,0,1.6495,1.9188,1.564,1.866,1.782,0,2.4145,0,0,3.01,0,2.226,1.69876,1.624,0,2.36099,0,3.77,3.77,2.732,0,3.29219,1.27923,0,0,0,2.664,0,4.2821,1.92,0,1.006,1.10345,1.22271,1.75,1.10646,0,3.012,2.742,0,0,0,2.12535,0,2.496,2.21141,2.552,0,1.96943,0.695261,1.29309,0,2.00905,1.57873,2.46543,0,0,2.0532,1.48824,0.916924,0,1.3838,2.062,1.736,1.97871,1.2092,4.16954
112,-88.446546,30.396402,convience,0,0,0,0,0,2.05756,0,0,1.956,2.08467,1.39343,0,2.95667,0,2.28806,0.780572,0,1.52052,0,0,0,1.602,0,0,1.564,0,1.782,0,0,0,1.392,3.112,3.40643,2.226,1.75726,0,0,2.72166,1.62508,3.83,3.83,2.732,1.78304,0,1.27923,0,0,1.82,0,0,0,0,0,1.006,1.10368,0,0,1.10646,0,3.012,2.742,1.98,2.08462,2.778,2.17131,0,0,2.22608,2.552,0,0,0.766693,1.29309,0,2.07636,1.57873,2.46543,0,1.54911,2.0532,1.48764,0.817168,0,1.5216,1.904,1.736,1.97871,0,0
113,-88.541528,30.456477,grocery,42,1.29,0.69,0,1.9975,0.9,1.99,0.99,2.79,0.99,1.99,1.99,0,0,2.19,1.09,1.59,3.09,0.89,0,0,0,0,0,1.59,2,2.89,2.59,0,0,0,0,0,3.28,0.59,0.59,0,3.49,1.69,4.89,4.89,0,0,0,0,0,0,0,0,0,0,1.89,0,1.19,0,1.19,0,0,0,2.39,3.89,1.09,1.5,2.39,0,0,2.79,0,1.39,0,1.89,1.09,0,0,0,0,0,0,0,0,0,0.69,0,0,1.59,2.49,0,0,3.99
115,-88.494528,30.401107,grocery,0,0,0.616,0,1.42871,1.32175,1.73529,1.2715,0,1.53001,0,2.192,2.48686,0.900182,1.50467,0,1.03073,1.72033,0,0,0,1.4618,1.32114,2.4355,1.34902,2.42948,1.73533,2.25426,2.599,2.96506,1.40733,1.966,0,2.21467,0.957333,0.871322,1.14835,3.66684,1.24433,4.1024,3.97,2.95439,0,3.3749,1.01291,0,2.4815,0,0,0,3.33312,1.98523,0,0.81,0.795566,0.8084,1.37089,0,3.18815,2.22582,2.96267,1.27036,1.49782,2.327,1.60867,3.01204,2.01474,2.56956,1.7324,2.583,1.678,1.28067,0.823733,0.926727,2.303,0.938,1.04996,1.39616,2.81233,0,0,0.557402,2.86215,2.98,2.12231,1.77582,1.92156,0,4.09683
116,-88.719986,30.400945,convience,0,0.965715,0,0,0,0,0,0,0,2.122,0,2.15583,0,1.62416,1.75196,0.780572,0,2.19468,0,0,0,1.554,1.59875,1.79366,2.424,0,1.742,0,0,2.626,1.392,3.968,3.64601,2.166,0,1.628,1.74,0,1.48359,3.63,3.83,0,0,0,1.278,0,0,0,0,0,3.88173,0,0,0,0,0,0,0,0,3.338,3.482,0,0,2.686,2.6597,0,2.1884,2.44631,2.168,2.338,0,1.60395,1.214,1.264,2.2188,0,2.514,0,1.57,2.2416,1.85106,2.59408,4.019,0,2.266,1.598,1.768,0,0
117,-88.8637,30.49491,convience,0,0,0,0,0,2.54,1.87002,0,0,0,0,0,0,0,1.68921,0,0.868447,2.12827,0.593845,0,0,0,0,0,2.47,2.624,1.99,0,0,0,0,4.05,3.80063,2.018,1.206,0,1.482,3.21321,1.25846,3.71,3.91,3.514,0,0,1.012,2.882,2.108,1.782,0,0,3.77365,1.498,0,1.522,0,0.684,1.59,1.006,0,3.63,3.502,1.472,2.082,2.91,2.75055,0,0,0,2.092,0,1.782,0,0,0,0,0,0,1.068,0,1.944,2.12255,1.14997,3.521,1.296,2.386,0,0,0,4.262
118,-88.82603,30.416011,convience,30,0,0,0,0,0,0,0,0,0,0,0,0,1.99,1.99,0,0,2.99,0.79,0,0,0,0,0,2.99,3.49,2.59,0,0,0,0,1.88,4.29,0,1.49,0,1.29,0,1.49,3.99,4.29,0,3.99,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,0,2.29,2.29,2.79,0,0,0,3.29,3.99,0,2.59,0,0,0,0,0,0,0,0,0,1.29,0,0,1,1.49,1,1,0.99,4.29
119,-88.818662,30.416421,convience,0,1.07228,0,2.85841,0,0,0,0,0,2.122,1.726,0,0,1.87531,2.01814,0,0,2.67994,0,0,0,1.558,0,1.78418,2.47,2.286,0,0,0,2.626,1.332,4.05,0,0,1.3427,1.628,1.64,2.90203,1.35978,3.55,3.91,3.212,0,0,0,0,0,1.782,0,2.17667,0,0,0,0,1.05403,1.142,0,1.006,0,3.63,3.422,1.68,0,2.91,2.90786,2.7925,1.7684,2.50203,2.128,0,0,0,0,0,0,0,0,0,0,1.944,2.04724,2.77102,4.019,0,2.386,1.43,1.664,0,0
120,-88.829762,30.432268,convience,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,4.39,0.99,0,0,0,0,0,2.59,0,2.89,0,0,0,0,4.99,4.99,2.69,0,0,0,0,0,3.19,3.19,0,0,0,0,0,0,0,0,0,3.59,0,0,2.09,0,0,1.49,0,0,4.99,5.79,0,0,2.99,3.49,0,0,0,1.19,0,0,1.69,0,0,0,0,0,0,0,0,0,1.49,0,0,2.97,0,0,0,0
121,-88.838429,30.442937,convience,0,1.08663,0.620996,0,0,0,1.80118,0,0,2.122,0,2.168,3.028,1.65155,2.17553,0,0,2.7567,0.826678,0,0,0,1.6,1.78051,2.47,2.286,1.622,2.122,2.586,0,1.332,4.05,4.14558,2.018,0,0,0,3.21321,1.25892,3.71,3.91,3.514,0,2.67425,1.012,0,0,1.782,0,0,0,1.498,4.904,1.526,0,0,1.59,1.006,3.30932,3.63,3.422,1.472,0,2.91,2.92048,0,0,2.50442,1.83,0,0,1.62738,1.116,0,0,0,2.426,1.068,0,1.944,1.85447,1.42215,3.521,0,2.386,0,0,0,4.262
122,-88.833573,30.438539,convience,0,1.08329,0,0,0,2.54,1.78678,0,0,0,0,0,0,1.70561,0,0.592,0.86964,2.92481,0,0,0,0,1.6,0,2.47,2.286,1.622,2.122,0,2.626,1.332,4.05,0,0,1.23334,1.628,1.482,3.21321,1.259,3.71,3.91,0,3.81719,2.67425,0,2.882,2.108,0,0,0,3.77377,1.498,0,1.526,0,0,1.59,0,3.28649,3.63,3.422,1.472,2.082,2.91,2.93239,0,1.7604,2.50388,0,0,0,1.65654,1.116,1.264,0,0,2.426,1.068,1.57,1.944,1.85461,1.44552,0,0,2.386,1.174,1.46,0,4.262
123,-88.82768,30.416421,convience,13,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,5.69,4.99,0,0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,2.69,0,0,0,2.99,3.49,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,2.99,2.99,0,0,2.99,0,0,0,0
124,-88.809766,30.413561,convience,0,0,0,0,2.07367,0,0,0,0,0,0,2.15583,3.028,1.77908,1.94077,0,0.870602,2.47345,0.694076,0,0,1.554,1.59875,0,2.47,2.286,1.622,0,2.65025,2.626,1.332,0,0,1.986,1.32793,0,1.64,2.90203,1.35979,3.55,3.91,3.212,3.86638,3.36637,1.08,0,0,1.731,0,0,4.22063,1.716,4.432,1.502,1.05397,0,1.59,0,0,3.63,3.422,1.68,2.29,2.91,2.88927,0,0,2.49393,2.128,0,0,0,0,0,0,1.846,2.426,0,1.57,0,2.0474,2.74773,4.019,1.296,2.386,0,0,0,0
125,-88.750698,30.407583,convience,0,0,0,0,0,0,0,1.962,2.096,0,0,2.15583,0,1.5474,1.75159,0,0.977168,2.1973,0.590144,0,0,0,1.59875,0,2.424,2.206,2.002,2.31133,2.65025,0,1.392,3.968,3.83306,2.166,0,0,0,0,1.48363,3.63,3.83,2.732,0,0,1.278,0,0,0,2.686,2.17667,3.88166,0,0,1.466,0,1.142,1.59,1.044,4.23715,3.338,3.582,0,2.182,2.686,2.64592,0,2.1884,2.46975,2.168,0,1.782,1.66901,1.214,1.264,0,1.926,2.514,0,0,0,1.85211,2.66665,0,1.296,2.266,1.598,1.768,1.17,4.27
126,-88.710949,30.354922,convience,21,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,1.79,0,0,0,0,0,0,2.79,2.79,0,0,0,0,0,5.69,0,0,0,0,0,0,0,4.39,4.39,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0,0,1.99,0,0,2.69,3.39,0,0,2.99,3.49,0,1.852,2.65,1.39,0,0,1.69,0,0,0,0,0,0,0,0,2.99,2.99,1,0,2.99,0,0,0,0
127,-88.820579,30.416094,grocery,0,1.3096,0.608,1.98985,0,2.47004,0.984378,0,0,2.49652,1.63019,2.48,0,1.268,1.65,0,0.866,0,0.432,0,1.394,0,1.252,2.642,1.18914,2.26192,1.426,2.37823,2.466,4.18421,0,1.918,2.11143,1.94,1.234,1.99619,0,2.63027,1.346,3.902,3.754,4.13312,0,4.00619,0,3.79,2.148,0,0,0,0,1.30974,0,0.648,0.849259,0.782,1.50951,0,0,3.262,2.786,1.584,0,2.894,1.66,3.19064,1.25035,0,1.686,0,1.858,0.698,1.19354,1.596,1.03481,1.498,1.4825,1.26235,2.68,2.822,0,0.392216,8.74062,3.066,2.144,0,0,0,4.944
130,-88.782964,30.412656,grocery,0,1.348,0.63,1.9665,1.46087,1.81532,1.12334,1.274,1.70379,2.23566,1.71425,2.39,2.27,1.214,1.506,0.661,0.88,1.294,0.542,0,0,1.40101,1.252,2.638,1.16672,2.10169,1.42,2.23768,0,0,1.298,1.952,2.03065,1.952,1.234,1.85674,1.59627,2.79721,1.346,4.256,3.83,3.91055,2.02068,3.7851,1.004,0,2.07,2.022,0,3.11855,3.50895,1.764,4.63306,0.658,0.826186,0.77,1.3,1.294,0,2.864,2.722,1.42,1.52,2.788,0,0,1.79384,2.5,0,0,1.5,1.184,1.10501,0,2.03004,1.498,0,2.06417,2.802,2.526,2.024,0.389117,7.68153,2.916,2.094,1.762,1.98,1.332,4.142
131,-88.819143,30.416116,grocery,85,0.99,0.5,1.99,2,2.5,0.99,1.99,0.99,2.49,1.99,1.5,2.5,1.25,1.29,0,1.19,1.35,0,1.39,1.49,1.49,1.49,1.69,1.19,2.29,1.09,2.39,2.59,4.39,1.05,2.45,2.19,1.39,1.39,1.99,1.69,2.19,1.35,3.49,3.49,3.99,1.99,3.99,0.89,2.69,0.89,1.49,2.95,0,3.69,1.2,4.99,0.69,0.85,0.59,1.49,0.79,4.59,1.69,3.29,1.89,1.89,2.29,1.49,3.19,1.19,2.49,1.29,2.79,1.49,0.59,1.19,1.19,0.99,1.19,1.49,1.19,1.19,1.19,1.99,0.39,8.99,2.69,1.43,1.59,1.99,1.49,2.89
132,-88.55346,30.370828,convience,0,0,0.604871,0,0,0,1.02776,0,1.956,0,0,0,2.95667,0.737016,0,0,0,1.36706,0,0,0,0,1.6495,1.94677,1.564,1.866,1.782,0,0,3.048,1.392,2.372,2.49988,2.226,1.48538,0,1.79508,2.77572,1.6223,3.65,3.65,0,0,0,1.27923,3.1728,0,1.82,0,0,4.28177,1.92,4.2575,1.006,0,1.22271,0,0,3.78022,0,0,1.98,2.08462,2.778,2.10012,0,2.496,0,0,0,0,0,1.19963,1.54167,1.99525,1.57873,2.30924,1.02111,0,2.0532,1.48802,0.305798,4.019,0,1.872,1.736,1.97871,0.738598,4.16954
133,-88.535304,30.389013,convience,0,1.03659,0,2.1952,1.97933,2.05756,1.06079,0,1.956,0,0,0,0,1.0338,1.8226,0,1.02177,1.45541,0,0,0,1.602,0,0,1.564,1.866,1.782,0,0,3.048,0,2.372,2.58404,2.226,1.5831,0,0,2.64711,1.62299,3.65,3.65,2.732,1.54444,3.30505,1.27923,3.1728,0,1.82,0,0,4.2819,1.92,0,0,1.10159,0,0,1.10646,3.8654,3.012,2.742,1.98,2.08462,2.778,2.15001,0,2.496,2.19842,2.552,2.4236,0,0.657132,0,1.54167,1.99498,1.57873,0,0,1.54911,2.0532,1.48812,0.578174,0,1.3838,1.872,1.736,1.97871,1.20388,0
133,-88.80579,30.415086,grocery,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,6.59,4.99,0,0,0,6.99
134,-88.534821,30.381975,convience,0,0,0,2.18536,0,0,0,1.95222,1.956,0,0,0,2.95667,0,1.78986,0.780572,1.02191,1.43018,0,1.54291,0,0,0,1.9374,0,1.866,1.782,2.55267,0,0,0,3.01,2.94719,2.226,1.55369,1.624,1.79508,2.68385,0,0,3.77,0,0,3.30882,0,3.1728,0,1.82,0,2.16848,0,0,0,1.006,1.1013,1.22271,1.75,1.10646,3.82855,3.012,2.742,1.98,0,2.778,2.04894,0,2.496,2.19628,2.552,2.4236,0,0.662166,1.29309,0,1.99894,1.57873,2.46543,0,1.54911,0,1.48812,0.536131,4.019,0,2.062,1.736,1.97871,1.12428,0
135,-88.761411,30.409331,superstore,28,0,0,0,0,0,0,0,0,0,1.99,0,1.99,0,0,1.09,0,1.59,0,0,0,0,0,0,2.29,0,0,0,0,0,0,3.19,0,0,2.69,0,0,1.89,1.99,4.99,4.99,3.99,0,0,1.69,0,0,0,0,0,0,0,0,1.09,1.89,1.69,1.39,0,3.19,3.09,0,0,0,3.19,2.09,0,2.69,0,1.39,0,1.793571,0,0.89,0,0,0,0,0,0,0,2.39,0,0,0,1.89,1.89,0,0,0
136,-88.5485,30.365161,convience,0,1.03009,0.621261,2.15896,0,2.05756,0,0,1.956,0,0,2.22366,2.95667,0.763141,1.56576,0,1.02206,1.37856,0,0,0,1.602,0,0,0,1.866,1.782,0,2.4145,3.048,0,3.01,2.86372,2.226,0,1.624,1.79508,2.77049,1.62236,3.77,3.77,2.732,0,3.31773,0,0,0,0,0,2.17667,4.28178,1.92,0,1.006,0,0,0,0,3.75978,3.012,2.742,1.98,0,2.778,2.01223,0,2.496,2.19306,0,0,1.96943,0,1.27356,0,2.00121,1.57873,0,1.09004,0,2.0532,0,0.333872,4.019,0,2.062,0,1.97871,0.849427,4.16954
137,-88.5478,30.373459,convience,85,0.8,0.54,1.72,0.85,0.44,0.68,2.45,3.52,2.15,0.56,1.48,2.18,0.65,1.39,0,1.16,1.07,0.25,1.39,1.09,1.09,1.3,2,0.76,1.16,0.76,2.29,1.07,1.86,1,1.59,1.76,2.07,0.88,1.48,1.24,2.9,0.88,2.89,2.89,3.6,1.45,3.6,0.73,2.65,1.19,1.51,2.65,0,3.25,1.14,3.8,0.57,0.59,0.59,1.49,0.76,3.78,1.53,2.25,1.94,1.65,1.67,1.35,2.39,1.29,1.25,2.88,2.32,1.15,0.66,0.81,0.85,1.9,0.85,1.11,0.81,0.83,0.85,1.47,0.31,6.92,2.45,0.89,1.38,1.79,0.39,0
138,-88.543216,30.354843,convience,0,1.03281,0.635554,0,0,2.05756,0,0,0,0,1.39343,0,0,0,1.66351,0.780572,1.02213,1.43244,0,0,0,0,1.6495,0,1.564,1.866,1.782,0,0,0,1.392,3.01,2.91513,2.226,0,0,1.79508,2.74639,0,3.77,3.77,2.732,0,3.31794,0,0,0,0,0,0,4.28182,1.92,0,1.006,1.10066,0,0,1.10646,3.73491,3.012,2.742,1.98,2.08462,2.778,2.02249,0,2.496,0,2.552,2.4236,0,0,1.29309,1.54167,0,0,2.46543,1.34246,0,0,1.48804,0.390989,4.019,0,2.062,0,1.97871,0,4.16954
139,-88.548545,30.35175,convience,0,0,0.635554,0,1.97933,0,0,0,0,0,0,0,0,0.884017,1.66372,0.780572,1.0221,1.44301,0,0,0,1.602,0,1.95927,1.564,1.866,1.782,2.55267,0,3.048,0,3.01,0,2.226,1.58437,0,1.79508,2.74182,1.62245,3.77,3.77,2.732,1.57617,0,1.27923,0,2.3375,0,0,0,4.28181,0,4.2575,1.006,1.10059,1.22271,0,0,3.73036,3.012,2.742,1.98,2.08462,2.778,2.02111,0,2.496,0,2.552,2.4236,0,0,1.29309,1.54167,2.0107,0,2.46543,0,1.54911,2.0532,1.48803,0.364312,0,1.3838,2.062,1.736,0,1.2092,4.16954
140,-88.532627,30.354845,convience,0,1.03436,0.635554,0,0,2.05756,0,0,1.956,0,1.39343,2.22366,2.95667,0,1.74155,0,0,1.45343,0.49657,0,0,0,0,0,1.564,1.866,1.782,2.55267,2.4145,3.048,1.392,3.01,2.97195,2.226,1.59741,0,1.79508,2.7375,1.62272,3.77,3.77,0,0,3.31635,0,0,0,0,2.664,0,4.28186,1.92,4.2575,1.006,1.101,0,1.75,0,3.734,3.012,2.742,0,2.08462,2.778,2.03331,0,2.496,0,0,0,0,0.679264,1.29309,0,0,0,0,1.38099,1.54911,0,0,0.470413,0,1.3838,2.062,0,1.97871,0,0
