ObjectID,Name,OriginID,Destinatio,Destinat_1,Total_tota,Total_BusL,Total_time
1,STORE-1 - STORE-1,1,1,1,0.00000000000,0.00000000000,0.00000000000
2,STORE-1 - STORE-2,1,2,2,3.92418456166,0.00000000000,0.39241845136
3,STORE-1 - STORE-3,1,3,3,4.35774858800,0.00000000000,0.43577485756
16,STORE-1 - STORE-4,1,4,16,41.01279690140,0.00000000000,4.10127963016
4,STORE-1 - STORE-5,1,5,4,4.54833779780,0.00000000000,0.45483379543
57,STORE-1 - STORE-6,1,6,57,53.87757685870,13.96356001300,5.38775770362
68,STORE-1 - STORE-7,1,7,68,55.94262578800,17.43375068590,5.59426259611
63,STORE-1 - STORE-8,1,8,63,55.26019295690,16.49449813330,5.52601931389
65,STORE-1 - STORE-9,1,9,65,55.82717898310,16.25359870640,5.58271791998
100,STORE-1 - STORE-10,1,10,100,63.94469265390,19.38354394260,6.39446927703
102,STORE-1 - STORE-11,1,11,102,64.61525558140,19.38354394260,6.46152556867
52,STORE-1 - STORE-12,1,12,52,53.08334778410,12.21954107900,5.30833479579
51,STORE-1 - STORE-13,1,13,51,52.95628424310,12.07887006790,5.29562844193
105,STORE-1 - STORE-14,1,14,105,64.80744839200,19.38354394260,6.48074485457
98,STORE-1 - STORE-15,1,15,98,63.30541734340,11.38941104390,6.33054174924
48,STORE-1 - STORE-16,1,16,48,52.66649152840,11.38941104390,5.26664917060
111,STORE-1 - STORE-17,1,17,111,69.28733499920,21.14718779940,6.92873352335
112,STORE-1 - STORE-18,1,18,112,69.30529207850,11.32303544590,6.93052923996
113,STORE-1 - STORE-19,1,19,113,69.88415238600,11.32303544590,6.98841527197
50,STORE-1 - STORE-20,1,20,50,52.80614423140,11.38941104390,5.28061444065
62,STORE-1 - STORE-21,1,21,62,55.20480298230,16.33432165240,5.52048031543
61,STORE-1 - STORE-22,1,22,61,55.12337154250,16.19119797240,5.51233717232
55,STORE-1 - STORE-23,1,23,55,53.55690567160,13.29241026060,5.35569058466
45,STORE-1 - STORE-24,1,24,45,51.87095762700,9.95032152327,5.18709578021
106,STORE-1 - STORE-25,1,25,106,64.82184263120,0.00000000000,6.48218430813
103,STORE-1 - STORE-26,1,26,103,64.79501702780,0.00000000000,6.47950174729
104,STORE-1 - STORE-27,1,27,104,64.79501702780,0.00000000000,6.47950174729
77,STORE-1 - STORE-28,1,28,77,56.96532666110,18.50728047900,5.69653268340
72,STORE-1 - STORE-29,1,29,72,56.14142987200,18.33230226890,5.61414300449
81,STORE-1 - STORE-30,1,30,81,57.64426286370,20.95181364590,5.76442630281
76,STORE-1 - STORE-31,1,31,76,56.89576589330,18.69951706360,5.68957660914
73,STORE-1 - STORE-32,1,32,73,56.25495738600,18.37654181090,5.62549575594
83,STORE-1 - STORE-33,1,33,83,57.71518640870,21.09366073590,5.77151865747
28,STORE-1 - STORE-34,1,34,28,47.81396231410,1.52728496415,4.78139624767
26,STORE-1 - STORE-35,1,35,26,47.71980187860,1.38454918574,4.77198020377
35,STORE-1 - STORE-36,1,36,35,50.15056316750,6.46896833616,5.01505633181
36,STORE-1 - STORE-37,1,37,36,50.29884422200,6.42331860603,5.02988443690
34,STORE-1 - STORE-38,1,38,34,49.95165129070,5.80522241090,4.99516514416
37,STORE-1 - STORE-39,1,39,37,50.75114403670,7.53301336073,5.07511442083
43,STORE-1 - STORE-40,1,40,43,51.76918438740,7.48794842017,5.17691845482
49,STORE-1 - STORE-41,1,41,49,52.79592973420,9.09798097254,5.27959298820
47,STORE-1 - STORE-42,1,42,47,52.58163398950,11.05893825420,5.25816341718
64,STORE-1 - STORE-43,1,43,64,55.60133326420,9.66673196682,5.56013334333
93,STORE-1 - STORE-44,1,44,93,59.70444127920,9.66673196682,5.97044413802
95,STORE-1 - STORE-45,1,45,95,60.61907781910,9.66673196682,6.06190779051
60,STORE-1 - STORE-46,1,46,60,54.97521087140,9.83202491542,5.49752110659
58,STORE-1 - STORE-47,1,47,58,54.29481507780,10.08318264710,5.42948152538
70,STORE-1 - STORE-48,1,48,70,56.06870860650,10.08318264710,5.60687088223
53,STORE-1 - STORE-49,1,49,53,53.14942317540,10.08318264710,5.31494233288
108,STORE-1 - STORE-50,1,50,108,67.27682221770,10.08318264710,6.72768223941
87,STORE-1 - STORE-51,1,51,87,58.05858692470,11.32303544590,5.80585870903
94,STORE-1 - STORE-52,1,52,94,60.57474099360,9.66673196682,6.05747411627
114,STORE-1 - STORE-53,1,53,114,70.24668157390,9.66673196682,7.02466817355
107,STORE-1 - STORE-54,1,54,107,66.15980429080,10.08318264710,6.61598043173
69,STORE-1 - STORE-55,1,55,69,56.02286637420,0.00000000000,5.60228663152
115,STORE-1 - STORE-56,1,56,115,71.17401557600,10.08318264710,7.11740156383
116,STORE-1 - STORE-57,1,57,116,75.34282531930,0.00000000000,7.53428249320
120,STORE-1 - STORE-58,1,58,120,80.83906196090,0.00000000000,8.08390635960
30,STORE-1 - STORE-59,1,59,30,49.02112089740,3.24615781728,4.90211210337
33,STORE-1 - STORE-60,1,60,33,49.91051633060,5.91857129724,4.99105164831
29,STORE-1 - STORE-61,1,61,29,47.81396231410,1.52728496415,4.78139624767
31,STORE-1 - STORE-62,1,62,31,49.05459482570,4.31759591824,4.90545949845
27,STORE-1 - STORE-63,1,63,27,47.75772558790,0.77914627895,4.77577257354
32,STORE-1 - STORE-64,1,64,32,49.76518086640,5.73876799215,4.97651810232
38,STORE-1 - STORE-65,1,65,38,51.28766250040,8.48426171177,5.12876626600
44,STORE-1 - STORE-66,1,66,44,51.76918438740,7.48794842017,5.17691845482
39,STORE-1 - STORE-67,1,67,39,51.32733780390,8.86308187120,5.13273379607
66,STORE-1 - STORE-68,1,68,66,55.83428070930,5.80522241090,5.58342807134
41,STORE-1 - STORE-69,1,69,41,51.41369214730,9.03579055799,5.14136923054
89,STORE-1 - STORE-70,1,70,89,58.34356295720,8.90835987934,5.83435630312
46,STORE-1 - STORE-71,1,71,46,51.89860095290,9.90055433445,5.18986011091
75,STORE-1 - STORE-72,1,72,75,56.66684167200,9.66673196682,5.66668416845
74,STORE-1 - STORE-73,1,73,74,56.55857322230,9.66673196682,5.65585733752
67,STORE-1 - STORE-74,1,74,67,55.93201761740,9.66673196682,5.59320176036
71,STORE-1 - STORE-75,1,75,71,56.11054206050,10.08318264710,5.61105422772
40,STORE-1 - STORE-76,1,76,40,51.33019750340,8.86880127019,5.13301976603
42,STORE-1 - STORE-77,1,77,42,51.43512795540,8.90815339626,5.14351281210
85,STORE-1 - STORE-78,1,78,85,57.93057765980,10.08318264710,5.79305778306
56,STORE-1 - STORE-79,1,79,56,53.62955961030,8.86402897064,5.36295597290
14,STORE-1 - STORE-80,1,80,14,36.04451662110,0.00000000000,3.60445165183
15,STORE-1 - STORE-81,1,81,15,36.70991554430,0.00000000000,3.67099154415
19,STORE-1 - STORE-82,1,82,19,41.70353686410,0.00000000000,4.17035371508
21,STORE-1 - STORE-83,1,83,21,42.02401144500,0.00000000000,4.20240117049
22,STORE-1 - STORE-84,1,84,22,42.43117759310,0.00000000000,4.24311778845
25,STORE-1 - STORE-85,1,85,25,43.92928818610,0.00000000000,4.39292884012
20,STORE-1 - STORE-86,1,86,20,41.85574651150,0.00000000000,4.18557466062
24,STORE-1 - STORE-87,1,87,24,43.49121524620,0.00000000000,4.34912155568
12,STORE-1 - STORE-88,1,88,12,35.47648228740,0.00000000000,3.54764825799
17,STORE-1 - STORE-89,1,89,17,41.32342693530,0.00000000000,4.13234272093
18,STORE-1 - STORE-90,1,90,18,41.32342693530,0.00000000000,4.13234272093
23,STORE-1 - STORE-91,1,91,23,42.92366357580,0.00000000000,4.29236638116
146,STORE-1 - STORE-92,1,92,146,110.31736908900,24.93763205730,11.03173676670
158,STORE-1 - STORE-93,1,93,158,124.24579103600,24.93763205730,12.42457896430
147,STORE-1 - STORE-94,1,94,147,111.45098054600,24.93763205730,11.14509792670
148,STORE-1 - STORE-95,1,95,148,111.55691782400,24.93763205730,11.15569164200
137,STORE-1 - STORE-96,1,96,137,107.25648157100,24.93763205730,10.72564803120
153,STORE-1 - STORE-97,1,97,153,117.27559843400,24.93763205730,11.72755971530
154,STORE-1 - STORE-98,1,98,154,117.27559843400,24.93763205730,11.72755971530
150,STORE-1 - STORE-99,1,99,150,112.60316267500,24.93763205730,11.26031615500
149,STORE-1 - STORE-100,1,100,149,112.41374950900,24.93763205730,11.24137483840
155,STORE-1 - STORE-101,1,101,155,117.70010216400,24.93763205730,11.77001009880
160,STORE-1 - STORE-102,1,102,160,124.44460065700,24.93763205730,12.44445994090
156,STORE-1 - STORE-103,1,103,156,122.56323653200,24.93763205730,12.25632352930
161,STORE-1 - STORE-104,1,104,161,129.65135150500,24.93763205730,12.96513503530
165,STORE-1 - STORE-105,1,105,165,137.84772658800,24.93763205730,13.78477251860
164,STORE-1 - STORE-106,1,106,164,135.99195024500,24.93763205730,13.59919488840
162,STORE-1 - STORE-107,1,107,162,131.28643985000,24.93763205730,13.12864385060
163,STORE-1 - STORE-108,1,108,163,133.44034328100,24.93763205730,13.34403421760
167,STORE-1 - STORE-109,1,109,167,156.93197119500,24.93763205730,15.69319705180
166,STORE-1 - STORE-110,1,110,166,148.13616346800,24.93763205730,14.81361630500
151,STORE-1 - STORE-111,1,111,151,114.64353941900,24.93763205730,11.46435383240
159,STORE-1 - STORE-112,1,112,159,124.31037124100,24.93763205730,12.43103703330
157,STORE-1 - STORE-113,1,113,157,122.68057622500,24.93763205730,12.26805749870
152,STORE-1 - STORE-114,1,114,152,114.94892667900,24.93763205730,11.49489255890
109,STORE-1 - STORE-115,1,115,109,67.29165684510,24.93763205730,6.72916567445
110,STORE-1 - STORE-116,1,116,110,68.96232941030,21.27114782290,6.89623295288
79,STORE-1 - STORE-117,1,117,79,57.43553912500,20.27288020140,5.74355392973
80,STORE-1 - STORE-118,1,118,80,57.62388595700,21.14879380680,5.76238861220
97,STORE-1 - STORE-119,1,119,97,62.53321572090,19.69665209670,6.25332157875
99,STORE-1 - STORE-120,1,120,99,63.57304636650,21.14718779940,6.35730464485
101,STORE-1 - STORE-121,1,121,101,64.22566268470,19.69665209670,6.42256627287
90,STORE-1 - STORE-122,1,122,90,58.87125108430,19.69665209670,5.88712511759
84,STORE-1 - STORE-123,1,123,84,57.85303034010,21.46222661830,5.78530305103
96,STORE-1 - STORE-124,1,124,96,60.70920459660,24.93763205730,6.07092047258
118,STORE-1 - STORE-125,1,125,118,79.32038594630,24.87804980710,7.93203863637
86,STORE-1 - STORE-126,1,126,86,57.96799394020,21.11795427440,5.79679940914
91,STORE-1 - STORE-127,1,127,91,58.94533150110,23.37395184160,5.89453316821
82,STORE-1 - STORE-128,1,128,82,57.68219558380,21.11795427440,5.76821957459
126,STORE-1 - STORE-129,1,129,126,100.95218015600,24.93763205730,10.09521787330
136,STORE-1 - STORE-130,1,130,136,107.16556729700,24.93763205730,10.71655660690
88,STORE-1 - STORE-131,1,131,88,58.20423400920,22.03949394000,5.82042341696
130,STORE-1 - STORE-132,1,132,130,105.53296889100,24.93763205730,10.55329676850
92,STORE-1 - STORE-133,1,133,92,59.37151954200,24.64406098950,5.93715197190
129,STORE-1 - STORE-134,1,134,129,103.14481809300,24.93763205730,10.31448166310
128,STORE-1 - STORE-135,1,135,128,102.19688668100,24.93763205730,10.21968854290
133,STORE-1 - STORE-136,1,136,133,106.20761866400,24.93763205730,10.62076173080
132,STORE-1 - STORE-137,1,137,132,105.90296349500,24.93763205730,10.59029621010
142,STORE-1 - STORE-138,1,138,142,108.24017710300,24.93763205730,10.82401756660
135,STORE-1 - STORE-139,1,139,135,107.02112230200,24.93763205730,10.70211209930
140,STORE-1 - STORE-140,1,140,140,107.45600189900,24.93763205730,10.74560008930
144,STORE-1 - STORE-141,1,141,144,108.89602573700,24.93763205730,10.88960245660
145,STORE-1 - STORE-142,1,142,145,109.37499596000,24.93763205730,10.93749948270
141,STORE-1 - STORE-143,1,143,141,107.57834482700,24.93763205730,10.75783435370
143,STORE-1 - STORE-144,1,144,143,108.88138311900,24.93763205730,10.88813819690
139,STORE-1 - STORE-145,1,145,139,107.27907431600,24.93763205730,10.72790730040
127,STORE-1 - STORE-146,1,146,127,101.43254153000,24.93763205730,10.14325402680
131,STORE-1 - STORE-147,1,147,131,105.65625251800,24.93763205730,10.56562511780
13,STORE-1 - STORE-148,1,148,13,35.98366317550,0.00000000000,3.59836635351
9,STORE-1 - STORE-149,1,149,9,20.34711606980,0.00000000000,2.03471161050
54,STORE-1 - STORE-150,1,150,54,53.35686520060,0.00000000000,5.33568655681
117,STORE-1 - STORE-151,1,151,117,76.97436694170,0.00000000000,7.69743662122
78,STORE-1 - STORE-152,1,152,78,57.34605828560,0.00000000000,5.73460595974
11,STORE-1 - STORE-153,1,153,11,32.82819933900,0.00000000000,3.28281995797
124,STORE-1 - STORE-154,1,154,124,93.48132913190,0.00000000000,9.34813306733
121,STORE-1 - STORE-155,1,155,121,81.75012892690,10.08318264710,8.17501289937
134,STORE-1 - STORE-156,1,156,134,106.99299958400,10.08318264710,10.69929994820
125,STORE-1 - STORE-157,1,157,125,97.84027415630,10.08318264710,9.78402741999
122,STORE-1 - STORE-158,1,158,122,83.73970484790,0.00000000000,8.37397066408
123,STORE-1 - STORE-159,1,159,123,89.81220665020,0.00000000000,8.98122065175
119,STORE-1 - STORE-160,1,160,119,80.83155234160,0.00000000000,8.08315541002
8,STORE-1 - STORE-161,1,161,8,11.78298669420,0.00000000000,1.17829863806
7,STORE-1 - STORE-162,1,162,7,10.11133029060,0.00000000000,1.01113300429
10,STORE-1 - STORE-163,1,163,10,28.82367810810,0.00000000000,2.88236777853
6,STORE-1 - STORE-164,1,164,6,9.80545849790,0.00000000000,0.98054585310
5,STORE-1 - STORE-165,1,165,5,9.55091720285,0.00000000000,0.95509169769
138,STORE-1 - STORE-166,1,166,138,107.26537869200,24.93763205730,10.72653773790
59,STORE-1 - STORE-167,1,167,59,54.47483825070,11.59673200600,5.44748384042
171,STORE-2 - STORE-1,2,1,4,3.92418456166,0.00000000000,0.39241845136
168,STORE-2 - STORE-2,2,2,1,0.00000000000,0.00000000000,0.00000000000
169,STORE-2 - STORE-3,2,3,2,1.47104241005,0.00000000000,0.14710423555
188,STORE-2 - STORE-4,2,4,21,41.06481338550,0.00000000000,4.10648125551
170,STORE-2 - STORE-5,2,5,3,2.62700572930,0.00000000000,0.26270056276
224,STORE-2 - STORE-6,2,6,57,52.73831529750,13.96356001300,5.27383153379
235,STORE-2 - STORE-7,2,7,68,54.80336422680,17.43375068590,5.48033642628
230,STORE-2 - STORE-8,2,8,63,54.12093139570,16.49449813330,5.41209314406
232,STORE-2 - STORE-9,2,9,65,54.68791742200,16.25359870640,5.46879175015
267,STORE-2 - STORE-10,2,10,100,62.80543109280,19.38354394260,6.28054310720
269,STORE-2 - STORE-11,2,11,102,63.47599402030,19.38354394260,6.34759939884
219,STORE-2 - STORE-12,2,12,52,51.94408622300,12.21954107900,5.19440862596
218,STORE-2 - STORE-13,2,13,51,51.81702268200,12.07887006790,5.18170227210
272,STORE-2 - STORE-14,2,14,105,63.66818683090,19.38354394260,6.36681868474
265,STORE-2 - STORE-15,2,15,98,62.16615578220,11.38941104390,6.21661557941
215,STORE-2 - STORE-16,2,16,48,51.52722996730,11.38941104390,5.15272300076
278,STORE-2 - STORE-17,2,17,111,68.14807343810,21.14718779940,6.81480735352
279,STORE-2 - STORE-18,2,18,112,68.16603051730,11.32303544590,6.81660307013
280,STORE-2 - STORE-19,2,19,113,68.74489082490,11.32303544590,6.87448910214
217,STORE-2 - STORE-20,2,20,50,51.66688267030,11.38941104390,5.16668827082
229,STORE-2 - STORE-21,2,21,62,54.06554142120,16.33432165240,5.40655414560
228,STORE-2 - STORE-22,2,22,61,53.98410998140,16.19119797240,5.39841100249
222,STORE-2 - STORE-23,2,23,55,52.41764411040,13.29241026060,5.24176441483
212,STORE-2 - STORE-24,2,24,45,50.73169606590,9.95032152327,5.07316961038
273,STORE-2 - STORE-25,2,25,106,63.68258107010,0.00000000000,6.36825813830
270,STORE-2 - STORE-26,2,26,103,63.65575546670,0.00000000000,6.36557557746
271,STORE-2 - STORE-27,2,27,104,63.65575546670,0.00000000000,6.36557557746
244,STORE-2 - STORE-28,2,28,77,55.82606509990,18.50728047900,5.58260651357
239,STORE-2 - STORE-29,2,29,72,55.00216831090,18.33230226890,5.50021683466
248,STORE-2 - STORE-30,2,30,81,56.50500130260,20.95181364590,5.65050013298
243,STORE-2 - STORE-31,2,31,76,55.75650433220,18.69951706360,5.57565043931
240,STORE-2 - STORE-32,2,32,73,55.11569582490,18.37654181090,5.51156958611
250,STORE-2 - STORE-33,2,33,83,56.57592484760,21.09366073590,5.65759248764
195,STORE-2 - STORE-34,2,34,28,46.67470075300,1.52728496415,4.66747007784
193,STORE-2 - STORE-35,2,35,26,46.58054031750,1.38454918574,4.65805403394
202,STORE-2 - STORE-36,2,36,35,49.01130160630,6.46896833616,4.90113016198
203,STORE-2 - STORE-37,2,37,36,49.15958266090,6.42331860603,4.91595826707
201,STORE-2 - STORE-38,2,38,34,48.81238972960,5.80522241090,4.88123897433
204,STORE-2 - STORE-39,2,39,37,49.61188247550,7.53301336073,4.96118825100
210,STORE-2 - STORE-40,2,40,43,50.62992282630,7.48794842017,5.06299228498
216,STORE-2 - STORE-41,2,41,49,51.65666817310,9.09798097254,5.16566681837
214,STORE-2 - STORE-42,2,42,47,51.44237242840,11.05893825420,5.14423724735
231,STORE-2 - STORE-43,2,43,64,54.46207170310,9.66673196682,5.44620717350
260,STORE-2 - STORE-44,2,44,93,58.56517971810,9.66673196682,5.85651796819
262,STORE-2 - STORE-45,2,45,95,59.47981625790,9.66673196682,5.94798162068
227,STORE-2 - STORE-46,2,46,60,53.83594931020,9.83202491542,5.38359493676
225,STORE-2 - STORE-47,2,47,58,53.15555351670,10.08318264710,5.31555535555
237,STORE-2 - STORE-48,2,48,70,54.92944704540,10.08318264710,5.49294471240
220,STORE-2 - STORE-49,2,49,53,52.01016161430,10.08318264710,5.20101616305
275,STORE-2 - STORE-50,2,50,108,66.13756065660,10.08318264710,6.61375606958
254,STORE-2 - STORE-51,2,51,87,56.91932536350,11.32303544590,5.69193253920
261,STORE-2 - STORE-52,2,52,94,59.43547943250,9.66673196682,5.94354794644
281,STORE-2 - STORE-53,2,53,114,69.10742001270,9.66673196682,6.91074200372
274,STORE-2 - STORE-54,2,54,107,65.02054272970,10.08318264710,6.50205426190
236,STORE-2 - STORE-55,2,55,69,54.88360481310,0.00000000000,5.48836046169
282,STORE-2 - STORE-56,2,56,115,70.03475401490,10.08318264710,7.00347539400
283,STORE-2 - STORE-57,2,57,116,74.20356375820,0.00000000000,7.42035632337
287,STORE-2 - STORE-58,2,58,120,79.69980039980,0.00000000000,7.96998018977
197,STORE-2 - STORE-59,2,59,30,47.88185933620,3.24615781728,4.78818593354
200,STORE-2 - STORE-60,2,60,33,48.77125476950,5.91857129724,4.87712547848
196,STORE-2 - STORE-61,2,61,29,46.67470075300,1.52728496415,4.66747007784
198,STORE-2 - STORE-62,2,62,31,47.91533326460,4.31759591824,4.79153332862
194,STORE-2 - STORE-63,2,63,27,46.61846402670,0.77914627895,4.66184640371
199,STORE-2 - STORE-64,2,64,32,48.62591930520,5.73876799215,4.86259193249
205,STORE-2 - STORE-65,2,65,38,50.14840093920,8.48426171177,5.01484009617
211,STORE-2 - STORE-66,2,66,44,50.62992282630,7.48794842017,5.06299228498
206,STORE-2 - STORE-67,2,67,39,50.18807624280,8.86308187120,5.01880762624
233,STORE-2 - STORE-68,2,68,66,54.69501914820,5.80522241090,5.46950190151
208,STORE-2 - STORE-69,2,69,41,50.27443058620,9.03579055799,5.02744306071
256,STORE-2 - STORE-70,2,70,89,57.20430139610,8.90835987934,5.72043013329
213,STORE-2 - STORE-71,2,71,46,50.75933939170,9.90055433445,5.07593394108
242,STORE-2 - STORE-72,2,72,75,55.52758011080,9.66673196682,5.55275799862
241,STORE-2 - STORE-73,2,73,74,55.41931166120,9.66673196682,5.54193116769
234,STORE-2 - STORE-74,2,74,67,54.79275605630,9.66673196682,5.47927559053
238,STORE-2 - STORE-75,2,75,71,54.97128049940,10.08318264710,5.49712805789
207,STORE-2 - STORE-76,2,76,40,50.19093594230,8.86880127019,5.01909359620
209,STORE-2 - STORE-77,2,77,42,50.29586639430,8.90815339626,5.02958664226
252,STORE-2 - STORE-78,2,78,85,56.79131609860,10.08318264710,5.67913161323
223,STORE-2 - STORE-79,2,79,56,52.49029804910,8.86402897064,5.24902980307
181,STORE-2 - STORE-80,2,80,14,35.01742701670,0.00000000000,3.50174268122
182,STORE-2 - STORE-81,2,81,15,35.68282593980,0.00000000000,3.56828257354
185,STORE-2 - STORE-82,2,82,18,40.56427530290,0.00000000000,4.05642754525
187,STORE-2 - STORE-83,2,83,20,40.88474988390,0.00000000000,4.08847500066
189,STORE-2 - STORE-84,2,84,22,41.29191603190,0.00000000000,4.12919161862
192,STORE-2 - STORE-85,2,85,25,42.79002662500,0.00000000000,4.27900267029
186,STORE-2 - STORE-86,2,86,19,40.71648495040,0.00000000000,4.07164849079
191,STORE-2 - STORE-87,2,87,24,42.35195368510,0.00000000000,4.23519538585
179,STORE-2 - STORE-88,2,88,12,34.33722072620,0.00000000000,3.43372208816
183,STORE-2 - STORE-89,2,89,16,40.18416537420,0.00000000000,4.01841655110
184,STORE-2 - STORE-90,2,90,17,40.18416537420,0.00000000000,4.01841655110
190,STORE-2 - STORE-91,2,91,23,41.78440201470,0.00000000000,4.17844021133
313,STORE-2 - STORE-92,2,92,146,109.17810752700,24.93763205730,10.91781059690
325,STORE-2 - STORE-93,2,93,158,123.10652947500,24.93763205730,12.31065279440
314,STORE-2 - STORE-94,2,94,147,110.31171898500,24.93763205730,11.03117175690
315,STORE-2 - STORE-95,2,95,148,110.41765626300,24.93763205730,11.04176547210
304,STORE-2 - STORE-96,2,96,137,106.11722001000,24.93763205730,10.61172186140
320,STORE-2 - STORE-97,2,97,153,116.13633687300,24.93763205730,11.61363354540
321,STORE-2 - STORE-98,2,98,154,116.13633687300,24.93763205730,11.61363354540
317,STORE-2 - STORE-99,2,99,150,111.46390111400,24.93763205730,11.14638998520
316,STORE-2 - STORE-100,2,100,149,111.27448794800,24.93763205730,11.12744866860
322,STORE-2 - STORE-101,2,101,155,116.56084060300,24.93763205730,11.65608392900
327,STORE-2 - STORE-102,2,102,160,123.30533909600,24.93763205730,12.33053377110
323,STORE-2 - STORE-103,2,103,156,121.42397497100,24.93763205730,12.14239735940
328,STORE-2 - STORE-104,2,104,161,128.51208994300,24.93763205730,12.85120886550
332,STORE-2 - STORE-105,2,105,165,136.70846502700,24.93763205730,13.67084634870
331,STORE-2 - STORE-106,2,106,164,134.85268868400,24.93763205730,13.48526871860
329,STORE-2 - STORE-107,2,107,162,130.14717828900,24.93763205730,13.01471768080
330,STORE-2 - STORE-108,2,108,163,132.30108172000,24.93763205730,13.23010804780
334,STORE-2 - STORE-109,2,109,167,155.79270963400,24.93763205730,15.57927088200
333,STORE-2 - STORE-110,2,110,166,146.99690190600,24.93763205730,14.69969013520
318,STORE-2 - STORE-111,2,111,151,113.50427785800,24.93763205730,11.35042766260
326,STORE-2 - STORE-112,2,112,159,123.17110968000,24.93763205730,12.31711086350
324,STORE-2 - STORE-113,2,113,157,121.54131466400,24.93763205730,12.15413132890
319,STORE-2 - STORE-114,2,114,152,113.80966511700,24.93763205730,11.38096638900
276,STORE-2 - STORE-115,2,115,109,66.15239528400,24.93763205730,6.61523950462
277,STORE-2 - STORE-116,2,116,110,67.82306784920,21.27114782290,6.78230678305
246,STORE-2 - STORE-117,2,117,79,56.29627756390,20.27288020140,5.62962775990
247,STORE-2 - STORE-118,2,118,80,56.48462439590,21.14879380680,5.64846244237
264,STORE-2 - STORE-119,2,119,97,61.39395415970,19.69665209670,6.13939540892
266,STORE-2 - STORE-120,2,120,99,62.43378480540,21.14718779940,6.24337847502
268,STORE-2 - STORE-121,2,121,101,63.08640112350,19.69665209670,6.30864010304
257,STORE-2 - STORE-122,2,122,90,57.73198952310,19.69665209670,5.77319894776
251,STORE-2 - STORE-123,2,123,84,56.71376877900,21.46222661830,5.67137688119
263,STORE-2 - STORE-124,2,124,96,59.56994303540,24.93763205730,5.95699430275
285,STORE-2 - STORE-125,2,125,118,78.18112438510,24.87804980710,7.81811246654
253,STORE-2 - STORE-126,2,126,86,56.82873237910,21.11795427440,5.68287323931
258,STORE-2 - STORE-127,2,127,91,57.80606993990,23.37395184160,5.78060699838
249,STORE-2 - STORE-128,2,128,82,56.54293402260,21.11795427440,5.65429340476
293,STORE-2 - STORE-129,2,129,126,99.81291859480,24.93763205730,9.98129170345
303,STORE-2 - STORE-130,2,130,136,106.02630573500,24.93763205730,10.60263043710
255,STORE-2 - STORE-131,2,131,88,57.06497244810,22.03949394000,5.70649724713
297,STORE-2 - STORE-132,2,132,130,104.39370733000,24.93763205730,10.43937059870
259,STORE-2 - STORE-133,2,133,92,58.23225798090,24.64406098950,5.82322580207
296,STORE-2 - STORE-134,2,134,129,102.00555653200,24.93763205730,10.20055549330
295,STORE-2 - STORE-135,2,135,128,101.05762512000,24.93763205730,10.10576237310
300,STORE-2 - STORE-136,2,136,133,105.06835710300,24.93763205730,10.50683556100
299,STORE-2 - STORE-137,2,137,132,104.76370193400,24.93763205730,10.47637004030
309,STORE-2 - STORE-138,2,138,142,107.10091554200,24.93763205730,10.71009139670
302,STORE-2 - STORE-139,2,139,135,105.88186074000,24.93763205730,10.58818592940
307,STORE-2 - STORE-140,2,140,140,106.31674033800,24.93763205730,10.63167391950
311,STORE-2 - STORE-141,2,141,144,107.75676417600,24.93763205730,10.77567628680
312,STORE-2 - STORE-142,2,142,145,108.23573439900,24.93763205730,10.82357331290
308,STORE-2 - STORE-143,2,143,141,106.43908326600,24.93763205730,10.64390818390
310,STORE-2 - STORE-144,2,144,143,107.74212155800,24.93763205730,10.77421202700
306,STORE-2 - STORE-145,2,145,139,106.13981275500,24.93763205730,10.61398113050
294,STORE-2 - STORE-146,2,146,127,100.29327996900,24.93763205730,10.02932785700
298,STORE-2 - STORE-147,2,147,131,104.51699095700,24.93763205730,10.45169894790
180,STORE-2 - STORE-148,2,148,13,34.84440161430,0.00000000000,3.48444018368
176,STORE-2 - STORE-149,2,149,9,19.20785450870,0.00000000000,1.92078544067
221,STORE-2 - STORE-150,2,150,54,52.21760363950,0.00000000000,5.22176038698
284,STORE-2 - STORE-151,2,151,117,75.94727733730,0.00000000000,7.59472765061
245,STORE-2 - STORE-152,2,152,78,56.20679672440,0.00000000000,5.62067978991
178,STORE-2 - STORE-153,2,153,11,31.68893777790,0.00000000000,3.16889378814
291,STORE-2 - STORE-154,2,154,124,92.34206757080,0.00000000000,9.23420689750
288,STORE-2 - STORE-155,2,155,121,80.61086736570,10.08318264710,8.06108672954
301,STORE-2 - STORE-156,2,156,134,105.85373802300,10.08318264710,10.58537377840
292,STORE-2 - STORE-157,2,157,125,96.70101259520,10.08318264710,9.67010125016
289,STORE-2 - STORE-158,2,158,122,82.60044328680,0.00000000000,8.26004449425
290,STORE-2 - STORE-159,2,159,123,88.67294508900,0.00000000000,8.86729448192
286,STORE-2 - STORE-160,2,160,119,79.69229078050,0.00000000000,7.96922924019
175,STORE-2 - STORE-161,2,161,8,10.75696808380,0.00000000000,1.07569676674
174,STORE-2 - STORE-162,2,162,7,9.08424068614,0.00000000000,0.90842403369
177,STORE-2 - STORE-163,2,163,10,28.23918894010,0.00000000000,2.82391881613
173,STORE-2 - STORE-164,2,164,6,8.79457344420,0.00000000000,0.87945731081
172,STORE-2 - STORE-165,2,165,5,8.52382759840,0.00000000000,0.85238272708
